ID,REVIEWS
248,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
249,incredible ğŸ˜ at the his priceREAD MORE
250,GoodREAD MORE
251,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
252,Nice Product. Camera quality awesome.READ MORE
253,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
254,"Phone is really good in performance, features and camera in this price range.READ MORE"
255,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
256,Good ğŸ’¯READ MORE
257,BestREAD MORE
258,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
259,incredible ğŸ˜ at the his priceREAD MORE
260,GoodREAD MORE
261,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
262,Nice Product. Camera quality awesome.READ MORE
263,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
264,"Phone is really good in performance, features and camera in this price range.READ MORE"
265,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
266,Good ğŸ’¯READ MORE
267,BestREAD MORE
268,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
269,incredible ğŸ˜ at the his priceREAD MORE
270,GoodREAD MORE
271,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
272,Nice Product. Camera quality awesome.READ MORE
273,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
274,"Phone is really good in performance, features and camera in this price range.READ MORE"
275,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
276,Good ğŸ’¯READ MORE
277,BestREAD MORE
278,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
279,incredible ğŸ˜ at the his priceREAD MORE
280,GoodREAD MORE
281,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
282,Nice Product. Camera quality awesome.READ MORE
283,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
284,"Phone is really good in performance, features and camera in this price range.READ MORE"
285,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
286,Good ğŸ’¯READ MORE
287,BestREAD MORE
288,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
289,incredible ğŸ˜ at the his priceREAD MORE
290,GoodREAD MORE
291,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
292,Nice Product. Camera quality awesome.READ MORE
293,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
294,"Phone is really good in performance, features and camera in this price range.READ MORE"
295,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
296,Good ğŸ’¯READ MORE
297,BestREAD MORE
298,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
299,incredible ğŸ˜ at the his priceREAD MORE
300,GoodREAD MORE
301,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
302,Nice Product. Camera quality awesome.READ MORE
303,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
304,"Phone is really good in performance, features and camera in this price range.READ MORE"
305,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
306,Good ğŸ’¯READ MORE
307,BestREAD MORE
308,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
309,incredible ğŸ˜ at the his priceREAD MORE
310,GoodREAD MORE
311,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
312,Nice Product. Camera quality awesome.READ MORE
313,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
314,"Phone is really good in performance, features and camera in this price range.READ MORE"
315,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
316,Good ğŸ’¯READ MORE
317,BestREAD MORE
318,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
319,incredible ğŸ˜ at the his priceREAD MORE
320,GoodREAD MORE
321,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
322,Nice Product. Camera quality awesome.READ MORE
323,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
324,"Phone is really good in performance, features and camera in this price range.READ MORE"
325,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
326,Good ğŸ’¯READ MORE
327,BestREAD MORE
328,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
329,incredible ğŸ˜ at the his priceREAD MORE
330,GoodREAD MORE
331,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
332,Nice Product. Camera quality awesome.READ MORE
333,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
334,"Phone is really good in performance, features and camera in this price range.READ MORE"
335,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
336,Good ğŸ’¯READ MORE
337,BestREAD MORE
338,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
339,incredible ğŸ˜ at the his priceREAD MORE
340,GoodREAD MORE
341,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
342,Nice Product. Camera quality awesome.READ MORE
343,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
344,"Phone is really good in performance, features and camera in this price range.READ MORE"
345,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
346,Good ğŸ’¯READ MORE
347,BestREAD MORE
348,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
349,incredible ğŸ˜ at the his priceREAD MORE
350,GoodREAD MORE
351,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
352,Nice Product. Camera quality awesome.READ MORE
353,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
354,"Phone is really good in performance, features and camera in this price range.READ MORE"
355,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
356,Good ğŸ’¯READ MORE
357,BestREAD MORE
358,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
359,incredible ğŸ˜ at the his priceREAD MORE
360,GoodREAD MORE
361,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
362,Nice Product. Camera quality awesome.READ MORE
363,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
364,"Phone is really good in performance, features and camera in this price range.READ MORE"
365,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
366,Good ğŸ’¯READ MORE
367,BestREAD MORE
368,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
369,incredible ğŸ˜ at the his priceREAD MORE
370,GoodREAD MORE
371,This phone very excellent ğŸ‘ŒğŸ‘ŒğŸ‘Œ12/256 RAM /ROMğŸ˜READ MORE
372,Nice Product. Camera quality awesome.READ MORE
373,Good phone. Look and feel is good in hand. Best at this price rangeREAD MORE
374,"Phone is really good in performance, features and camera in this price range.READ MORE"
375,Product is awesome.Build quality - 4/5Camera - 4/5Performance - 4/5Display - 5/5Sound - 5/5Storage - 3/5Connectivity - 4.5/5READ MORE
376,Good ğŸ’¯READ MORE
377,BestREAD MORE
378,"I think the camera quality is decent...I would like to give 4.3 out of 5 in camera department... battery backup  is excellent 5 out of 5 .. display is buttery smooth ...Dear my brothers and sisters trust me and go for it..it is better than Vivo, oppo, realme ,redmi  one plus and others Chinese brands....... Don't go for Samsung as hanging problem continues...So Besides Apple, Google, Motorola.. nothing is becoming a trustable brand...Best phone in this price point... Go for itREAD MORE"
379,incredible ğŸ˜ at the his priceREAD MORE
380,GoodREAD MORE
ID,REVIEWS
ID,REVIEWS
ID,REVIEWS
1,Camera -averageBattery -goodProcessor -goodDesign - excellent4 out of 5READ MORE
2,"Very fast delivery and genuine products by Flipkart, proud to say iam a Flipkart customer coming to mobile features it was awesome and worth for mny camera was good battery was double ok and storage capacity also 4/128 everything was good... Satisfied ğŸ¤© Thanks to FlipkartREAD MORE"
3,All rounder budget phone I like it.....READ MORE
4,Very GoodREAD MORE
5,NiceREAD MORE
6,Value for moneyREAD MORE
7,I got this mobile in just 2 days after placing order.1. Phone is very light weight2. Colour of phone is awesome.3. Dolby Atmos speakers are just mind blowing.4. Feels like premium phone.5. Video quality is quiet good6. Camera quality is normal . 7. Battery backup is also good8. Charging is about 1.5 percent per minute .# charger need to be of more wattREAD MORE
8,Camara to good photo sutREAD MORE
9,Charger low qualityDesign best qualityCamera is good qualityDisplay is good quality Chargering time time heat phone and chargerREAD MORE
10,Awesome phone on this prize range . Super work moto value for moneyREAD MORE
11,Camera -averageBattery -goodProcessor -goodDesign - excellent4 out of 5READ MORE
12,"Very fast delivery and genuine products by Flipkart, proud to say iam a Flipkart customer coming to mobile features it was awesome and worth for mny camera was good battery was double ok and storage capacity also 4/128 everything was good... Satisfied ğŸ¤© Thanks to FlipkartREAD MORE"
13,All rounder budget phone I like it.....READ MORE
14,Very GoodREAD MORE
15,NiceREAD MORE
16,Value for moneyREAD MORE
17,I got this mobile in just 2 days after placing order.1. Phone is very light weight2. Colour of phone is awesome.3. Dolby Atmos speakers are just mind blowing.4. Feels like premium phone.5. Video quality is quiet good6. Camera quality is normal . 7. Battery backup is also good8. Charging is about 1.5 percent per minute .# charger need to be of more wattREAD MORE
18,Camara to good photo sutREAD MORE
19,Charger low qualityDesign best qualityCamera is good qualityDisplay is good quality Chargering time time heat phone and chargerREAD MORE
20,Awesome phone on this prize range . Super work moto value for moneyREAD MORE
ID,REVIEWS
ID,REVIEWS
1,Camera -averageBattery -goodProcessor -goodDesign - excellent4 out of 5READ MORE
2,"Very fast delivery and genuine products by Flipkart, proud to say iam a Flipkart customer coming to mobile features it was awesome and worth for mny camera was good battery was double ok and storage capacity also 4/128 everything was good... Satisfied ğŸ¤© Thanks to FlipkartREAD MORE"
3,All rounder budget phone I like it.....READ MORE
4,Very GoodREAD MORE
5,NiceREAD MORE
6,Value for moneyREAD MORE
7,I got this mobile in just 2 days after placing order.1. Phone is very light weight2. Colour of phone is awesome.3. Dolby Atmos speakers are just mind blowing.4. Feels like premium phone.5. Video quality is quiet good6. Camera quality is normal . 7. Battery backup is also good8. Charging is about 1.5 percent per minute .# charger need to be of more wattREAD MORE
8,Camara to good photo sutREAD MORE
9,Charger low qualityDesign best qualityCamera is good qualityDisplay is good quality Chargering time time heat phone and chargerREAD MORE
10,Awesome phone on this prize range . Super work moto value for moneyREAD MORE
11,Camera -averageBattery -goodProcessor -goodDesign - excellent4 out of 5READ MORE
12,"Very fast delivery and genuine products by Flipkart, proud to say iam a Flipkart customer coming to mobile features it was awesome and worth for mny camera was good battery was double ok and storage capacity also 4/128 everything was good... Satisfied ğŸ¤© Thanks to FlipkartREAD MORE"
13,All rounder budget phone I like it.....READ MORE
14,Very GoodREAD MORE
15,NiceREAD MORE
16,Value for moneyREAD MORE
17,I got this mobile in just 2 days after placing order.1. Phone is very light weight2. Colour of phone is awesome.3. Dolby Atmos speakers are just mind blowing.4. Feels like premium phone.5. Video quality is quiet good6. Camera quality is normal . 7. Battery backup is also good8. Charging is about 1.5 percent per minute .# charger need to be of more wattREAD MORE
18,Camara to good photo sutREAD MORE
19,Charger low qualityDesign best qualityCamera is good qualityDisplay is good quality Chargering time time heat phone and chargerREAD MORE
20,Awesome phone on this prize range . Super work moto value for moneyREAD MORE
ID,REVIEWS
ID,REVIEWS
1,Camera -averageBattery -goodProcessor -goodDesign - excellent4 out of 5READ MORE
2,"Very fast delivery and genuine products by Flipkart, proud to say iam a Flipkart customer coming to mobile features it was awesome and worth for mny camera was good battery was double ok and storage capacity also 4/128 everything was good... Satisfied ğŸ¤© Thanks to FlipkartREAD MORE"
3,All rounder budget phone I like it.....READ MORE
4,Very GoodREAD MORE
5,NiceREAD MORE
6,Value for moneyREAD MORE
7,I got this mobile in just 2 days after placing order.1. Phone is very light weight2. Colour of phone is awesome.3. Dolby Atmos speakers are just mind blowing.4. Feels like premium phone.5. Video quality is quiet good6. Camera quality is normal . 7. Battery backup is also good8. Charging is about 1.5 percent per minute .# charger need to be of more wattREAD MORE
8,Camara to good photo sutREAD MORE
9,Charger low qualityDesign best qualityCamera is good qualityDisplay is good quality Chargering time time heat phone and chargerREAD MORE
10,Awesome phone on this prize range . Super work moto value for moneyREAD MORE
11,Camera -averageBattery -goodProcessor -goodDesign - excellent4 out of 5READ MORE
12,"Very fast delivery and genuine products by Flipkart, proud to say iam a Flipkart customer coming to mobile features it was awesome and worth for mny camera was good battery was double ok and storage capacity also 4/128 everything was good... Satisfied ğŸ¤© Thanks to FlipkartREAD MORE"
13,All rounder budget phone I like it.....READ MORE
14,Very GoodREAD MORE
15,NiceREAD MORE
16,Value for moneyREAD MORE
17,I got this mobile in just 2 days after placing order.1. Phone is very light weight2. Colour of phone is awesome.3. Dolby Atmos speakers are just mind blowing.4. Feels like premium phone.5. Video quality is quiet good6. Camera quality is normal . 7. Battery backup is also good8. Charging is about 1.5 percent per minute .# charger need to be of more wattREAD MORE
18,Camara to good photo sutREAD MORE
19,Charger low qualityDesign best qualityCamera is good qualityDisplay is good quality Chargering time time heat phone and chargerREAD MORE
20,Awesome phone on this prize range . Super work moto value for moneyREAD MORE
ID,REVIEWS
ID,REVIEWS
1,Camera -averageBattery -goodProcessor -goodDesign - excellent4 out of 5READ MORE
2,"Very fast delivery and genuine products by Flipkart, proud to say iam a Flipkart customer coming to mobile features it was awesome and worth for mny camera was good battery was double ok and storage capacity also 4/128 everything was good... Satisfied ğŸ¤© Thanks to FlipkartREAD MORE"
3,All rounder budget phone I like it.....READ MORE
4,Very GoodREAD MORE
5,NiceREAD MORE
6,Value for moneyREAD MORE
7,I got this mobile in just 2 days after placing order.1. Phone is very light weight2. Colour of phone is awesome.3. Dolby Atmos speakers are just mind blowing.4. Feels like premium phone.5. Video quality is quiet good6. Camera quality is normal . 7. Battery backup is also good8. Charging is about 1.5 percent per minute .# charger need to be of more wattREAD MORE
8,Camara to good photo sutREAD MORE
9,Charger low qualityDesign best qualityCamera is good qualityDisplay is good quality Chargering time time heat phone and chargerREAD MORE
10,Awesome phone on this prize range . Super work moto value for moneyREAD MORE
11,Camera -averageBattery -goodProcessor -goodDesign - excellent4 out of 5READ MORE
12,"Very fast delivery and genuine products by Flipkart, proud to say iam a Flipkart customer coming to mobile features it was awesome and worth for mny camera was good battery was double ok and storage capacity also 4/128 everything was good... Satisfied ğŸ¤© Thanks to FlipkartREAD MORE"
13,All rounder budget phone I like it.....READ MORE
14,Very GoodREAD MORE
15,NiceREAD MORE
16,Value for moneyREAD MORE
17,I got this mobile in just 2 days after placing order.1. Phone is very light weight2. Colour of phone is awesome.3. Dolby Atmos speakers are just mind blowing.4. Feels like premium phone.5. Video quality is quiet good6. Camera quality is normal . 7. Battery backup is also good8. Charging is about 1.5 percent per minute .# charger need to be of more wattREAD MORE
18,Camara to good photo sutREAD MORE
19,Charger low qualityDesign best qualityCamera is good qualityDisplay is good quality Chargering time time heat phone and chargerREAD MORE
20,Awesome phone on this prize range . Super work moto value for moneyREAD MORE
ID,REVIEWS
ID,REVIEWS
ID,REVIEWS
ID,REVIEWS
ID,REVIEWS
1,it's very good and comfortableREAD MORE
2,Excellent productREAD MORE
3,Awesome productREAD MORE
4,Nice decent bean bag. The cover is fine. I will personally recommend to buy from the store outside if you have many expectations from this. Otherwise stitching is good. Got 3XL size as ordered no label change problem..Beans inside are enough. Gives a leathery kind of finish outside. My previous beanie was a little heavy at first. This is kinda lightREAD MORE
5,Good quality product loved itREAD MORE
6,"I never thought a bean bag would be such comfortable and flexible to adjust my 100 kg body weight.I am vey happy with the build quality its built with thick  leather, I don't know its skin or synthetic, but the point is its very comfortable and I really recommend everyone to get one for your home, its light weight easy to carry and offcourse very comfortableREAD MORE"
7,Iâ€™m satisfied by this productREAD MORE
8,It is very good.Quality is good but i have only one complaint for 2 days there was plastic smell coming out of the bean bag.READ MORE
9,Comfortable and good quality. Using for more than a week little bit more beans would be better. Worth for money.READ MORE
10,Bean bag is comfortable the colour and the quality is too good it gives excellent look to enjoy a movement all time thank you Flipkart for this amazing product which are absolutely the same which are seen in the imageREAD MORE
11,it's very good and comfortableREAD MORE
12,Excellent productREAD MORE
13,Awesome productREAD MORE
14,Nice decent bean bag. The cover is fine. I will personally recommend to buy from the store outside if you have many expectations from this. Otherwise stitching is good. Got 3XL size as ordered no label change problem..Beans inside are enough. Gives a leathery kind of finish outside. My previous beanie was a little heavy at first. This is kinda lightREAD MORE
15,Good quality product loved itREAD MORE
16,"I never thought a bean bag would be such comfortable and flexible to adjust my 100 kg body weight.I am vey happy with the build quality its built with thick  leather, I don't know its skin or synthetic, but the point is its very comfortable and I really recommend everyone to get one for your home, its light weight easy to carry and offcourse very comfortableREAD MORE"
17,Iâ€™m satisfied by this productREAD MORE
18,It is very good.Quality is good but i have only one complaint for 2 days there was plastic smell coming out of the bean bag.READ MORE
19,Comfortable and good quality. Using for more than a week little bit more beans would be better. Worth for money.READ MORE
20,Bean bag is comfortable the colour and the quality is too good it gives excellent look to enjoy a movement all time thank you Flipkart for this amazing product which are absolutely the same which are seen in the imageREAD MORE
